;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;power source;optical drive type;brightness rating;battery description;brand name;item model number;language;connectivity technologies;coating;fabric type;tab color;paper weight;batteries required;style;international shipping;graphics card ram size;screen resolution;pre-printed;material type;item thickness;shape;flash memory size;os;package dimensions;backing;additional features;chipset brand;sheet size;is discontinued by manufacturer;ASIN;binding;operating system;item weight;number of usb 3.0 ports;computer memory type;batteries;hardware platform;domestic shipping;memory speed;connectivity technology;date first available;pricing;number of items;standing screen display size;item dimensions  lxwxh;processor count;ram;card description;brand;processor brand;corner/edge style;model number;best sellers rank;voltage;paper finish;number of pieces;rating;product dimensions;release date;usage;average battery life (in hours);max screen resolution;other display features;batteries included?;total recycled content percentage;closure;warranty description;manufacturer recommended age;material;rear webcam resolution;graphics coprocessor;wireless type;national stock number;manufacturer;series;manufacturer part number;item package quantity;included components;part number;is assembly required?;thickness;binding edge;battery cell type;color;hard drive interface;batteries required?;department;number of usb 2.0 ports;size;colour;mfg recommended age;hard drive rotational speed;expansion;cover material
2691;2691;Sabrent Rechargeable Ergonomic 2.4GHz Wireless Mouse with 4D Function (MS-WRCH);;;Sabrent Mini Travel USB Optical Mouse with Retractable Cable for Computers and laptops | Mac & PC…;/Sabrent-Travel-Optical-Retractable-MS-OPMN/dp/B01MSJPX06/ref=pd_bxgy_2/144-0614980-2436912?_encoding=UTF8&pd_rd_i=B01MSJPX06&pd_rd_r=eb799a47-b7e5-4d07-93c3-df9997087821&pd_rd_w=INJrN&pd_rd_wg=VxT6m&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=P3327HD1ACVAH4278EVP&psc=1&refRID=P3327HD1ACVAH4278EVP;https://www.amazon.com//Sabrent-Rechargeable-Ergonomic-Wireless-MS-WRCH/product-reviews/B074HYNMWG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;MS-WRCH;;;;;;;;;;;;;;;;;;;;;;;No;B074HYNMWG;;;4 ounces;;;;;;;;August 2, 2017;;;;4.1 x 1.9 x 2.9 inches;;;;SABRENT;;;;#2,095 in Computer Mice;;;;4.0;4.1 x 1.9 x 2.9 inches;;;;;;;;;;;;;;;;Sabrent;MS-WRCH;;;;;;;;;BLACK;;;;;;;;;;
2692;2692;Mouse Pad Customized Funny Bigfoot Sasquatch Full Moon Mousepad Non-Slip Rubber Base Mouse Pads for Computers Laptop Office Desk Accessories Personalized Mouse Pad;SGHOME;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1W5I74ZZK43X1&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;Rubber;;;;;11.73 x 9.88 x 0.28 inches;;;;;;B08GXXQ11T;;;5.1 ounces;;;;;;;;August 28, 2020;;;;;;;;AERICKON;;;;#90,738 in Office Products ( See Top 100 in Office Products ) #2,472 in Mouse Pads;;;;4.8;;;;;;;;;;;;;;;;;AERICKON CO. LTD;;RUas6dDF1OUT4RD5;;;;;;;;Funny Bigfoot Sasquatch Full Moon;;;;;One Size;;;;;
2693;2693;KOOLmouse [ Optical 2.4G Wireless Mouse ] [ Butterfly White Floral Flower Petal ];KOOLmouse;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2CX1D9GT5MDCH&isAmazonFulfilled=1;Purple Butterfly Customized Rectangle Mousepad, Mouse Pad;https://www.amazon.com/Butterfly-Customized-Rectangle-Mouse-Pad/dp/B00MILIOKM/ref=pd_bxgy_2/145-4909640-4322502?_encoding=UTF8&pd_rd_i=B00MILIOKM&pd_rd_r=d9d6fdfc-a3af-4589-a072-1df9f5800fcd&pd_rd_w=NMd3Q&pd_rd_wg=83aVB&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=9M24T3GE5KSZ9VYH4FGZ&psc=1&refRID=9M24T3GE5KSZ9VYH4FGZ;https://www.amazon.com//KOOLmouse-Optical-Wireless-Butterfly-Floral/product-reviews/B01M5I66TV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;KOOLmouse-M-8003653;;;;;;;;;;;;;;;;;;4.8 x 2.6 x 1.2 inches;;;;;;B01M5I66TV;;;5.6 ounces;;;;;;;;October 30, 2016;;;;;;;;;;;;#1,460 in Computer Mice;;;;4.1;;;;;;;;;;;;;;;;;KOOLmouse;;;;;;;;;;;;;;;;;;;;
2694;2694;Keyboard Wrist Rest Mouse Pad Wrist Support,Memory Foam Ergonomic Wrist Pain Relief Non Slip Rubber Base Lightweight and Easy Typing for Home Gaming Office Computer Mac MacBook Pro Laptop,2 Pack,Black;AODOOR-MALL;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3SZ8BA3M8U4B7&isAmazonFulfilled=1;;;https://www.amazon.com//AODOOR-Keyboard-Support-Ergonomic-Computer/product-reviews/B0839B6D8W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;16.6 x 10.2 x 1.5 inches;;;;;;B0839B6D8W;;;8 ounces;;;;;;;;December 30, 2019;;;;;;;;AODOOR;;;;#39,635 in Office Products ( See Top 100 in Office Products ) #228 in Wrist Rests;;;;4.5;;;;;;;;;;;;;;;;;AODOOR;;AD-WR01;;;;;;;;Black;;;;;;;;;;
2695;2695;ZALUJMUS Silicone Mouse Case Cover for Magic Mouse 1&2 (Black);Zhanlu;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AHWNOQOH5PUDM&isAmazonFulfilled=1;;;https://www.amazon.com//ZALUJMUS-Silicone-Mouse-Cover-Magic/product-reviews/B08BL7XGT5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;5.7 x 3.5 x 0.55 inches;;;;;;B08BL7XGT5;;;0.317 ounces;;;;;;;;June 22, 2020;;;;;;;;;;;;#2,406 in Computer Mice;;;;3.3;;;;;;;;;;;;;;;;;ZALUJMUS;;;;;;;;;;;;;;;;;;;;
2696;2696;Bluetooth USB Adapter CSR 4.0 USB Dongle Bluetooth Receiver Transfer Wireless Adapter for Laptop PC Support Windows 10,8,7,Vista/XP,Mouse and Keyboard,Headset;ZEXMTE;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3RK1DQF0192P5&isAmazonFulfilled=1;COWIN E7 PRO [Upgraded] Active Noise Cancelling Headphones Bluetooth Headphones with Microphone/Deep…;https://www.amazon.com/Cancelling-Headphones-Bluetooth-Microphone-Cellphone/dp/B077YG22Y9/ref=pd_bxgy_2/140-2853341-8903066?_encoding=UTF8&pd_rd_i=B077YG22Y9&pd_rd_r=d3fcacad-cfdd-4a77-9606-a73f9b294695&pd_rd_w=3RaCn&pd_rd_wg=smKb8&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=8ERJ8CV3WZQ1AQTZYSK8&psc=1&refRID=8ERJ8CV3WZQ1AQTZYSK8;https://www.amazon.com//ZEXMTE-Bluetooth-Receiver-Transfer-Wireless/product-reviews/B0775YF36R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;0054;;;;;;;;;;;;;;;;;;;;;;;No;B0775YF36R;;;3.2 ounces;;;;;;;;November 4, 2017;;;;0.5 x 0.2 x 0.8 inches;;;;ZEXMTE;;;;#10 in Bluetooth Computer Network Adapters;1 volts;;;4.3;0.5 x 0.2 x 0.8 inches;;;;;;;;;;;;;;Bluetooth;;ZEXMTE;;;;;;;;;;Black;;;;;;;;;;
2697;2697;LandingZone Docking Station for The 13-inch MacBook Pro Without Touch Bar and with 2 USB-C Ports [MacBook Model A1708 Released 2016-2018];LandingZone;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A34VPFNBPWZKDI&isAmazonFulfilled=1;;;https://www.amazon.com//LandingZone-Docking-Station-13-inch-Released/product-reviews/B0794LZBWW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;LZ016A;;;;;;;;;;;;;;;;;;;;;;;No;B0794LZBWW;;;2.65 pounds;;;;;;;;10M 9, 2017;;;;;;;;;;;;#146,715 in Electronics ( See Top 100 in Electronics ) #1,018 in Laptop Docking Stations;;;;3.1;;;;;;;;;;;;;;;;;LandingZone;;;;;;;;;;;;;;;;;;;;
2698;2698;RAYROW USB C Hub, 13-in-1 Laptop Docking Station, Dual Display Type C Adapter with 4K HDMI, VGA, 87W PD, Ethernet, 2 SD & TF Card Reader, Audio, 5 USB Ports for MacBook/Pro/Air, Type C Laptops;RAYROW;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3MR3C5N7PV1O&isAmazonFulfilled=1;;;https://www.amazon.com//Ethernet-Delivery-Adapter-Compatible-Mac-Book/product-reviews/B07YFBVF1C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B07YFBVF1C;;;5.3 ounces;;;;;;;;September 26, 2019;;;;;;;;;;;;#2,686 in Electronics ( See Top 100 in Electronics ) #42 in Laptop Docking Stations;;;;4.3;5.11 x 2.36 x 0.59 inches;;;;;;;;;;;;;;;;RAYROW;;;;;;;;;;;;;;;;;;;;
2699;2699;WallScrollPosters My Teenage Romantic Comedy Snafu Anime Featuring Yui Yuigahama Oppai 3D Gaming Wrist Rest;Burai Outlet;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1ZEC0IQML6GS&isAmazonFulfilled=1;;;https://www.amazon.com//WallScrollPosters-Teenage-Romantic-Featuring-Yuigahama/product-reviews/B089Q1TPBM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;No;;;;;;;;;;;10.35 x 8.15 x 1.14 inches;;;;;;B089Q1TPBM;;;10 ounces;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;WallScrollPosters;;;;;;;;;;;;;;;;;;;;
2700;2700;"Hseok Laptop Shoulder Bag 13 13.3 13.5 Inch Briefcase, Compatible 13.3 MacBook Air/Pro, XPS 13, Surface Book 13.5"" Spill-Resistant Handbag with Shoulder Strap for Most 13""-13.5"" Notebook, Rhododendron";Hseok;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AM76X42DZPAJ&isAmazonFulfilled=1;;;https://www.amazon.com//Hseok-Briefcase-Compatible-Spill-Resistant-Rhododendron/product-reviews/B083HYQRK7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;14.48 x 10.83 x 1.57 inches;;;;;;B083HYQRK7;;;10.6 ounces;;;;;;;;February 26, 2020;;;;;;;;Hseok;;;;#5,297 in Laptop Messenger & Shoulder Bags;;;;4.7;;;;;;;;;;;;;;;;;Hseok;;;;;;;;;;Rhododendron;;;Unisex-adult;;;;;;;
2701;2701;Amazon Basics USB Type-C to USB-A 2.0 Male Charging Cable, 3 Feet (0.9 Meters), Black - Pack of 5;;;;;https://www.amazon.com//AmazonBasics-Type-C-USB-Male-Cable/product-reviews/B07CZW75J5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;L6LUC049-CS-R;;;;;;;;;;;;;;;;;;;;;;;;B07CZW75J5;;;3.67 ounces;;;;;;;;September 20, 2018;;;;8.46 x 6.1 x 0.85 inches;;;;Amazon Basics;;;;#884 in USB Cables;;;;4.6;8.46 x 6.1 x 0.85 inches;;;;;;;;;;;;;;;;Amazon Basics;;;;;;;;;;Black;;;;;;;;;;
2702;2702;Sandisk Ultra 64 GB Micro SDHC/Micro SDXC UHS-I Card Up to 48MB/s (SDSQUNB-064G-GN3MN);eTECH;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3QF16EH69HELL&isAmazonFulfilled=1;;;https://www.amazon.com//Sandisk-Ultra-Micro-UHS-I-SDSQUNB-064G-GN3MN/product-reviews/B010NE3QPS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;SDSQUNB-064G-GN3MN;;;;;;;;;;;;;;;;;;;;;;;No;B010NE3QPS;;;0.16 ounces;;;;;;;;August 3, 2015;;;;0.59 x 0.04 x 0.43 inches;;;;SanDisk;;;;#89 in Micro SD Memory Cards;1 volts;;;4.6;0.59 x 0.04 x 0.43 inches;;;;;;;;;;;;;;802.11a;;MCG Bear LTD;;;;;;;;;;;;;;;;;;;;
2703;2703;"MOFT Invisible Slim Laptop Stand, Adhesive And Reusable, Adjustable Perfect Viewing Angles, Compatible with Laptops Up to 15.6"", Starry Grey";90FUN Passport;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3TNYRMGK4CLY8&isAmazonFulfilled=1;;;https://www.amazon.com//MOFT-Invisible-Lightweight-Computer-Compatible/product-reviews/B07QC29Q4Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Fiberglass, Paper;;;;;11.61 x 8.15 x 0.39 inches;;;;;;B07QC29Q4Z;;;5 ounces;;;;;;;;April 13, 2019;;;;;;;;MOFT;;;;#4,979 in Office Products ( See Top 100 in Office Products ) #65 in Laptop Stands #110 in Office Carts & Stands;;;;4.3;;;;;;;;;;;;;;;;;MOFT;;MOFT006;;;;;;;;Starry Grey;;;;;;;;;;
2704;2704;S922X TV Box , Android 9.0 TV Box, GT King tv Box Android 9.0 4gb ram 64gb, Amlogic S922X, Hexa-core, Support 2.4G 5.8G WiFi BT 4.1 4K 60fps 2.4G Voice Remote Control;DreamFly-US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2KJZ6LRHULXJA&isAmazonFulfilled=1;Beelink GT King TV Box Android 9.0 Amlogic S922X Hexa-core G52 MP6 Graphics 4GB DDR4 64GB ROM 2.4G…;https://www.amazon.com/Beelink-A1-Cortex-A53-Quad-core-Processor/dp/B077XQBK51/ref=pd_bxgy_2/133-7536126-0616320?_encoding=UTF8&pd_rd_i=B077XQBK51&pd_rd_r=7e0b75ad-990e-423f-939e-cb1d256549d6&pd_rd_w=yJthY&pd_rd_wg=SGb2X&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=9VFZ8A4WF93AYN75FMM7&psc=1&refRID=9VFZ8A4WF93AYN75FMM7;https://www.amazon.com//Android-Beelink-Amlogic-Hexa-core-Support/product-reviews/B07SB2P2VY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;12.48 x 9.76 x 6.77 inches;;;;;;B07SB2P2VY;;;6.7 ounces;;;;;;;;May 28, 2019;;;;;;;;;;;;#36,358 in Electronics ( See Top 100 in Electronics ) #312 in Streaming Media Players;;;;4.2;;;;;;;;;;;;;;;;;MFY;;;;;;;;;;;;;;;;;;;;
2705;2705;AOYEGO Mandala Mouse Pad Bohemian Ethnic Aztec Mandala Lotus Flower Circles Gaming Mousepad Rubber Large Pad Non-Slip for Computer Laptop Office Work Desk 9.5x7.9 Inch Yellow Green;Nanguety;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AHU5ML19IJZRD&isAmazonFulfilled=1;;;https://www.amazon.com//AOYEGO-Bohemian-Mousepad-Non-Slip-Computer/product-reviews/B08CZCKY46/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;PADM-FBAJULY-A88;;;;;;;;;;;;;Rubber;;;;;9.45 x 7.87 x 0.12 inches;;;;;;B08CZCKY46;;;3 ounces;;;;;;;;July 15, 2020;;1.0;;;;;;AOYEGO;;;;#228,763 in Office Products ( See Top 100 in Office Products ) #7,341 in Mouse Pads;;;;4.5;;;;;;;;;;;;;;;;;AOYEGO;;PADM-FBAJULY-A88;;;;;;;;Multi-a95;;;;;9.5*7.9 Inch;;;;;
2706;2706;Coccko Hun-TER X Hun-TER Mouse Pad Hisoka Desk Pads Killua Gon Anime Mousepad Non-Slip Rubber Mouse Mats for Games Office Laptop 10 X 12 Inch;Gkjhk;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2EL33LHGQTM5M&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.2 x 9.84 x 0.2 inches;;;;;;B08RY1Z6KV;;;4.3 ounces;;;;;;;;January 3, 2021;;;;;;;;;;;;#128,496 in Office Products ( See Top 100 in Office Products ) #3,638 in Mouse Pads;;;;0.0;;;;;;;;;;;;;;;;;COCCKO;;;;;;;;;;;;;;;;;;;;
2707;2707;Rossy Mouse Pad, Colorful Weed Leaf Pattem Design Gaming Mousepad, Customized Mouse Pads for Laptop, Computers & Office, Round Mouse Mat with Cute be Kind Stickers;Rossy Inc;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ARX4ZCOTOE3MC&isAmazonFulfilled=1;;;;;;;;;ROXAY-Y-PAD-2;;;;;;;;;;;;;;;Round;;;;;;;;;B08CZX2JDZ;;;1.92 ounces;;;;;;;;July 15, 2020;;;;;;;;Rossy;;;;#200,605 in Office Products ( See Top 100 in Office Products ) #6,373 in Mouse Pads;;;;4.6;7.9 x 7.9 x 0.08 inches;;;;;;;;;;;;;;;;ROSSY;;ROXAY-Y-PAD-2;;;;;;;;Colorful Weed Leaf;;;;;Small;;;;;
2708;2708;eoocvt Flexible Mouse Bungee Mouse Cord Management Fixer Holder - Black;Aebor;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A155RJO6ZSG486&isAmazonFulfilled=1;;;https://www.amazon.com//eoocvt-Flexible-Bungee-Management-Holder/product-reviews/B01MU4ZZOF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;8541667503;;;;;;;;;;;;;;;;;;4.7 x 3 x 2 inches;;;;;No;B01MU4ZZOF;;;5.5 ounces;;;;;;;;December 28, 2016;;;;;;;;;;;;#2,243 in Computer Mice;;;;4.2;;;;;;;;;;;;;;;;;eoocvt;;;;;;;;;;;;;;;;;;;;
2709;2709;Klip Xtreme Karbon Full Size USB Mouse- Retractable Cord- 3D Optical 3 Button- 1000 DPI Resolution- USB Connection- Ambidextrous Design- Plug and Play- Black & Gray Color;Mallmart;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3IRZ2XND0PVED&isAmazonFulfilled=1;Sabrent Mini Travel USB Optical Mouse with Retractable Cable for Computers and laptops | Mac & PC…;https://www.amazon.com/Sabrent-Travel-Optical-Retractable-MS-OPMN/dp/B01MSJPX06/ref=pd_bxgy_2/136-8419808-9037803?_encoding=UTF8&pd_rd_i=B01MSJPX06&pd_rd_r=e0c89fec-319c-4662-977d-5468eefa37e2&pd_rd_w=epdDG&pd_rd_wg=tFMje&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=321HRFV1YQQ4YEMFGR38&psc=1&refRID=321HRFV1YQQ4YEMFGR38;https://www.amazon.com//Klip-Retractable-Resolution-Connection-Ambidextrous/product-reviews/B01A8YL646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;KMO-113;;;;;;;;;;;;;;;;;;;;;;;No;B01A8YL646;;;3.52 ounces;;;;;;;;February 10, 2016;;;;2.2 x 3.94 x 1.46 inches;;;;Klip xtreme;;;;#2,220 in Computer Mice;;;;4.2;2.2 x 3.94 x 1.46 inches;;;;;;;;;;;;;;;;Klip Xtreme;KMO-113;;;;;;;;;Black;;;;;;;;;;
2710;2710;Smooffly Cute Pug Dog Mousepad Custom, Funny Animal Gaming Mouse pad 9.5X7.9 inches;Smooffly;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3NF1BS3IGYATX&isAmazonFulfilled=1;"iMiMi Lovely Pug Dog Gaming Mouse Pad Non-Slip Rectangle Mouse Mat in 220mm180mm3mm (9""7"")";https://www.amazon.com/iMiMi-Lovely-Gaming-Non-Slip-Rectangle/dp/B019DYBCLE/ref=pd_bxgy_2/136-7721405-8046840?_encoding=UTF8&pd_rd_i=B019DYBCLE&pd_rd_r=eb6c896b-5e9f-441a-ac93-3489f3226bd6&pd_rd_w=okQKp&pd_rd_wg=0H4bi&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=ZKQCDN61G0SKFTXKGDYB&psc=1&refRID=ZKQCDN61G0SKFTXKGDYB;https://www.amazon.com//Smooffly-Mousepad-custom-Animal-9-5X7-9/product-reviews/B07C7PFXCG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Rubber;;;;;;;;;;No;B07C7PFXCG;;;3.52 ounces;;;;;;;;April 17, 2018;;;;;;;;Smooffly;;;;#149,530 in Office Products ( See Top 100 in Office Products ) #4,431 in Mouse Pads;;;;4.8;9.45 x 7.87 x 0.12 inches;;;;;;;;;;;;;;;;Smooffly;;Smooffly-SM0-1490;;;;;;;;;;;;;;;;;;
2711;2711;Cooler Master Devastator 3 Gaming Keyboard & Mouse Combo, 7 Color Mode LED Backlit, Media Keys, 4 DPI Settings, Model:SGB-3000-KKMF1-US;;;;;https://www.amazon.com//Cooler-Master-Devastator-Keyboard-Settings/product-reviews/B072N93MLB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;SGB-3000-KKMF1-US;;;;;;;;;;;;;;;;;;;;;;;No;B072N93MLB;;;2.26 pounds;;;;;;;;June 14, 2017;;;;17.7 x 5.84 x 1.4 inches;;;;Cooler Master;;;;#245 in Computer Keyboard & Mouse Combos;;;;4.6;17.7 x 5.84 x 1.4 inches;;;;;;;;;;;;;;;;Cooler Master USA, Inc.;SGB-3000-KKMF1-US;;;;;;;;;DEVASTATOR 3;;;;;;;;;;
2712;2712;Mouse Wrist Rest, Memory Foam Hand Pillow Mat, Comfortable Arm Stand Pain Relief with Non Slip Base Mat for Home & Office -(Pink);Youchuang Electronics Trading;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A21FFM1MIC6A34&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08SR2R9QF;;;1.44 ounces;;;;;;;;January 12, 2021;;;;;;;;Ubrand;;;;#308,737 in Office Products ( See Top 100 in Office Products ) #976 in Wrist Rests;;;;0.0;6.3 x 3.35 x 0.98 inches;;;;;;;;;;;;;;;;Ubrand;;03-SW01-WTO-TY-FEN;;;;;;;;Pink;;;;;;;;;;
2713;2713;Ajazz AJ390 69g Gaming Mouse with Lightweight Honeycomb Shell, RGB Backlit, 16000 DPI PixArt 3338 Sensor, Programmable 6 Buttons and 2 Default Modes, White;Ajazz;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A8SI9CHG4LM3M&isAmazonFulfilled=1;;;https://www.amazon.com//Lightweight-Honeycomb-Backlit-Programmable-Buttons/product-reviews/B08882TMJW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08882TMJW;;;2.43 ounces;;;;;;;;May 6, 2020;;;;;;;;;;;;#13,177 in Video Games ( See Top 100 in Video Games ) #584 in PC Gaming Mice;;;;4.4;5.06 x 2.63 x 1.5 inches;;;;;;;;;;;;;;;;Ajazz;;;;;;;;;;;;;;;;;;;;
2714;2714;MOSISO Case Compatible with 2020-2018 MacBook Air 13 A2337 M1 A2179 A1932/2020-2016 MacBook Pro 13 A2338 M1 A2251 A2289 A2159 A1989 A1706 A1708, PU Leather Folio Protective Stand Cover, Rose Gold;Mosiso;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3G9CCM7NUAREO&isAmazonFulfilled=1;LENTION 4-in-1 USB-C Hub with Type C, USB 3.0, USB 2.0 Compatible 2020-2016 MacBook Pro 13/15/16…;https://www.amazon.com/LENTION-Compatible-Thunderbolt-ChromeBook-Connecting/dp/B01M72M20X/ref=pd_bxgy_2/141-8566532-6613711?_encoding=UTF8&pd_rd_i=B01M72M20X&pd_rd_r=443a625f-d612-437f-8b4d-a3bf5e6eff60&pd_rd_w=YxC1p&pd_rd_wg=9ERKc&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=72BBTMT4K6MFTK3N4RXD&psc=1&refRID=72BBTMT4K6MFTK3N4RXD;https://www.amazon.com//MOSISO-Leather-Compatible-MacBook-Protective/product-reviews/B0732NS3B8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;B0732NS3B8;;;12 ounces;;;;;;;;March 14, 2018;;;13 Inches;12.2 x 8.5 x 0.7 inches;;;;MOSISO;;;;#3,453 in Laptop Sleeves;;;;4.5;12.2 x 8.5 x 0.7 inches;;;;;;;;;;;;;;;;Mosiso;;;;;;;;;;Rose Gold;;;;;;;;;;
2715;2715;Kodak Mini 2 Photo Printer Cartridge MC All-in-One Paper and Color Ink Cartridge Refill - Compatible with Mini Shot Camera, Mini 2 Printer (Not Original Mini) 50 Pack (Packaging may vary);;;Kodak Mini 2 HD Wireless Portable Mobile Instant Photo Printer, Print Social Media Photos, Premium…;/Kodak-Wireless-Portable-Instant-Printer/dp/B077BPHQ5C/ref=pd_bxgy_2/134-9918021-2742311?_encoding=UTF8&pd_rd_i=B077BPHQ5C&pd_rd_r=6539c375-79b3-4663-aae0-2284bfd2e52a&pd_rd_w=kUwaF&pd_rd_wg=y0Pmy&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=S27R8NGAZHVCV4TC6RDC&psc=1&refRID=S27R8NGAZHVCV4TC6RDC;https://www.amazon.com//Kodak-Photo-Printer-Cartridge-Refill/product-reviews/B077BCKZV3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;KODMC50;;;;;;;;;;;;;;;;;;;;;;;No;B077BCKZV3;;;6.7 ounces;;;;;;;;November 10, 2017;;;;;;;;;;;;#3,958 in Office Products ( See Top 100 in Office Products ) #27 in Photo Quality Paper #354 in Inkjet Computer Printer Ink;;;;4.6;3.42 x 5.7 x 2.3 inches;;;;;;;;;;;;;;;;Kodak;;;;;;;;;;;;;;;;;;;;
