;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;other display features;display resolution;wireless type;product dimensions;battery cell type;display size;scanner resolution;manufacturer;date first available;domestic shipping;gps;department;item dimensions  lxwxh;part number;manufacturer part number;battery power rating;os;item weight;gpu;operating system;color;rear webcam resolution;item package quantity;computer memory type;phone standy time (with data);screen resolution;ASIN;additional features;included components;ram;flash memory size;ringtones;rating;processor count;international shipping;is discontinued by manufacturer;standing screen display size;memory speed;device interface - primary;display technology;audio jack;brand;processor brand;package dimensions;colour;batteries;item model number;wireless communication technologies;size;language;warranty description;max screen resolution;average battery life (in hours);connectivity technologies;voltage;other camera features;series;power source;phone talk time;best sellers rank;graphics coprocessor;form factor
1574;1574;"OnePlus 3 A3000 64GB Graphite, 5.5"", Dual Sim, GSM Factory Unlocked U.S.A Version";;;;;https://www.amazon.com//OnePlus-Graphite-Factory-Unlocked-Version/product-reviews/B01H3V07EW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.01 x 2.94 x 0.29 inches;;;1920 x 1080;OnePlus;June 15, 2016;;;OnePlus Official;;;;;Android;5.6 ounces;;;;;;;;;B01H3V07EW;;;6 GB;;;4.4;;;No;;;Touchscreen;AMOLED;3.5 mm;;;;Graphite;1 Lithium ion batteries required.;CP_LT_126;Bluetooth, Cellular, NFC;;;;;;Bluetooth, NFC;;Rear, Front;;;;#168,201 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #2,385 in Unlocked Cell Phones;;Smartphone
1575;1575;BlackBerry KEY2 64GB (Single-SIM, BBF100-1, QWERTZ Keypad) (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone (Silver) - International Version;;;;;https://www.amazon.com//BlackBerry-Dual-SIM-BBF100-1-Unlocked-Smartphone/product-reviews/B07DLDP3PD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.96 x 2.83 x 0.33 inches;;;;Blackberry;August 14, 2018;;;;;;;;Android 8.1;6.3 ounces;;;;;;;;;B07DLDP3PD;;;6 GB;;;4.3;;;No;;;Touchscreen, Keyboard;LCD;;;;;Black;1 Lithium ion batteries required. (included);PRD-63824-009;Cellular;;;;;;;;Rear;;;30 Hours;#264,164 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #4,020 in Unlocked Cell Phones;;Smartphone
1576;1576;LG G4 H815 5.5-Inch (GSM Only, No CDMA) Factory Unlocked Smartphone (Metallic White) - International Stock (No Warranty);;;;;https://www.amazon.com//LG-5-5-Inch-Unlocked-Smartphone-Metallic/product-reviews/B00YA6GOLY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.86 x 0.39 x 3 inches;;;;LG;May 26, 2015;;;;;;;;Android 5.1;5.5 ounces;;;;;;;;;B00YA6GOLY;Touchscreen, Dual-camera, Lte, Smartphone;;3 GB;;;3.2;;;No;;;Touchscreen;;;;;;;;LG-G4-H815-WH;Cellular;;;;;;;;Front;;;;#418,728 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #6,245 in Unlocked Cell Phones;;Smartphone
1577;1577;LG X charge - 16 GB – Unlocked (AT&T/Sprint/T-Mobile) - Titanium - Prime Exclusive - with Lockscreen Offers & Ads;;;;;https://www.amazon.com//LG-charge-Unlocked-Exclusive-Lockscreen/product-reviews/B075QWLV3J/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;1280 X 720 (267 ppi);;0.33 x 3.07 x 6.09 inches;;;;LG Electronics Mobilecomm;October 26, 2020;;;;;;;;Google_android;5.8 ounces;;;;;;;;;B075QWLV3J;;Travel Adapter & USB Cable;;;;3.8;;;;;;Touchscreen;LED;;;;;Silver;1 Lithium ion batteries required. (included);LGUS601.AAMZSV;Cellular;;;;;;;;13.0;;;;#201,528 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #2,952 in Unlocked Cell Phones;;Bar
1578;1578;Indigi New 7-inch Tablet PC 4G LTE Smartphone Android 9.0 & Bundle Included & Keycase;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;1280 x 720;indigi;August 15, 2016;;;;;;;;Android 9.0;2 pounds;;;;;;;;;B01KGKHN2G;Card slots;;2 GB;;;0.0;;;;;;Touchscreen, Microphone;LCD;;;;;Black;;A76;Cellular;;;;;;Wi-Fi, Bluetooth;;;;;;#2,233,470 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #19,068 in Unlocked Cell Phones;;Smartphone
1579;1579;Indigi 4G LTE GSM Unlocked 7-inch Smartphone Android 9.0 Tablet & Smartphone w/ 32gb microSD & Earbud Included & Keycase;;;;;;;;;;;;;indigi;August 15, 2016;;;;;;;;;2 pounds;;;;;;;;;B01KGKH7WC;;;;;;0.0;;;;;;;;;;;;;;A76;;;;;;;;;;;;;#2,494,244 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20,700 in Unlocked Cell Phones;;
1580;1580;"Indigi New 7"" Tablet PC 4G LTE Smartphone Android 9.0 + (Built-in SmartCover & Bluetooth)";indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;1280 x 720;indigi;August 15, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01KGK4HXY;Card slots;;0.51 GB;;;0.0;;;;;;Touchscreen, Microphone;LCD;3.5 mm;;;;Black;;A76;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;;;;;#2,495,365 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20,725 in Unlocked Cell Phones;;Smartphone
1581;1581;"Indigi New Phablet 7"" Tablet PC 4G LTE Phone Android 9.0 + 32gb microSD Included";indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;1280 x 720;indigi;August 10, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01KGBL1PU;Card slots;;2 GB;;;0.0;;;;;;Touchscreen, Microphone;LCD;3.5 mm;;;;White;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;;;;;#2,135,112 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #18,372 in Unlocked Cell Phones;;Smartphone
1582;1582;Indigi 7.0in 4G LTE Smartphone Android 9.0 Tablet + 32gb microSD Included Bundle;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;1280 x 720;indigi;August 10, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01KGBKB88;Card slots;;0.51 GB;;;0.0;;;;;;Touchscreen, Microphone;LCD;3.5 mm;;;;White;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;;;;;#2,496,877 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20,742 in Unlocked Cell Phones;;Smartphone
1583;1583;"Indigi New Phablet 7"" Tablet PC 4G LTE Phone Android 9.0 Built-in Built-in SmartCover + 32gb microSD Included";indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;1280 x 720;indigi;August 10, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01KGBEORW;Card slots;;0.51 GB;;;0.0;;;;;;Touchscreen, Microphone;LCD;3.5 mm;;;;Black;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Front and Rear;;;;#2,503,145 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20,785 in Unlocked Cell Phones;;Smartphone
1584;1584;Indigi Unlocked 7.0in 4G LTE Smartphone Android 9.0 Tablet PC + 32gb microSD Included;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;1280 x 720;indigi;August 10, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01KGBDIKG;Card slots;;2 GB;;;0.0;;;;;;Touchscreen, Microphone;LCD;3.5 mm;;;;White;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;;;;;#2,503,693 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20,787 in Unlocked Cell Phones;;Smartphone
1585;1585;"Indigi 2-in-1 Phablet 7"" Tablet PC 4G LTE Smartphone Android 9.0 Built-in Smart Cover GSM Unlocked (Grey)";indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;July 21, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01ISZX29O;;;0.51 GB;;;0.0;;;No;;;Touchscreen, Microphone;LCD;3.5 mm;;;;White;;A76;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Front;;;;#2,073,007 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #17,998 in Unlocked Cell Phones;;Smartphone
1586;1586;"Indigi 2-in-1 Phablet 7"" Tablet PC 3G Smartphone Android 4.4 Built-in Smart Cover GSM Unlocked (Pink)";indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;;;;;;;;indigi;July 20, 2016;;;;;;;;;2 pounds;;;;;;;;;B01ISZWSH6;;;;;;0.0;;;No;;;;;;;;;;;FBA_PB-RTA76-SmartCase-PK-CP04;;;;;;;;;;;;;#1,507,613 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #15,075 in Unlocked Cell Phones;;
1587;1587;Indigi Ultra Slim 7.0in 4G LTE Smartphone Android 9.0 Tablet PC AT&T T-Mobile Unlocked!;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;July 20, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01ISZWQ1E;;;0.51 GB;;;0.0;;;No;;;Dial;LCD;3.5 mm;;;;Black;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Front;;;;#1,594,663 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #15,497 in Unlocked Cell Phones;;Smartphone
1588;1588;Indigi Grey 2-in-1 Phablet 7.0in 4G LTE Smartphone Android 9.0 Tablet PC ATT TMobile Straightalk Unlocked!;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;July 20, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01ISZWJ70;;;0.51 GB;;;0.0;;;No;;;Dial;LCD;3.5 mm;;;;White;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Front;;;;#1,878,457 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #16,912 in Unlocked Cell Phones;;Smartphone
1589;1589;Indigi 7in 4G LTE Smart Phone Android Tablet PC Bluetooth WiFi Google Play Store GSM Unlocked;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;July 20, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01ISZWJ20;;;0.51 GB;;;0.0;;;No;;;Touchscreen;LCD;3.5 mm;;;;Black;;A76;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Front;;;;#1,988,613 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #17,536 in Unlocked Cell Phones;;Smartphone
1590;1590;Indigi 4G+GSM Factory Unlocked Tablet and Phone, 7-inch Android Pie QuadCore, 2GB RAM/16GB ROM;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;June 23, 2016;;;;;;;;Android 4.4;1 pounds;;;;;;;;;B01HHDLLOQ;Dual SIM, Expandable Memory, Quad-Core processor, LTE;;2 GB;;;0.0;;;No;;;Touchscreen;;;;;;White;;A76;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Front;;;;#2,530,692 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20,959 in Unlocked Cell Phones;;Smartphone
1591;1591;Indigi New 7-inch Android Pie Tablet Phone (Quad Core + 2GB RAM / 16GB Onboard Storage) Expandable Storage with microSD;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;June 23, 2016;;;;;;;;Android 9.0;1 pounds;;;;;;;;;B01HHDLH8G;Touchscreen, Dual SIM, Expandable Memory, Quad-Core Processor;;2 GB;;;0.0;;;No;;;Touchscreen;LCD;3.5 mm;;;;Black;;A76;Cellular, Bluetooth, Wi-Fi;;;;;;"Wi-Fi; Bluetooth";;Front;;;;#2,530,687 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20,955 in Unlocked Cell Phones;;Smartphone
1592;1592;7-inch Android Tablet and Smartphone by Indigi 4G LTE+GSM Unlocked, Wi-Fi and Bluetooth Enabled;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;June 23, 2016;;;;;;;;Android 9.0;1 pounds;;;;;;;;;B01HHDLFLK;Dual SIM, Expandable Memory, Quad-Core Processor, LTE;;2 GB;;;0.0;;;No;;;Touchscreen;;;;;;Black;;A76;Cellular, Bluetooth, Wi-Fi;;;;;;"Wi-Fi; Bluetooth";;Front;;;;#1,695,546 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #16,009 in Unlocked Cell Phones;;Smartphone
1593;1593;Indigi New Slim 7-inch Factory Unlocked GSM 4G LTE Tablet PC Phone Official Android Pie OS - Free Keyboard;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;June 9, 2016;;;;;;;;Android 4.4;7 ounces;;;;;;;;;B01GU6KEXK;;;0.5 GB;;;0.0;;;No;;;Keyboard;LCD;3.5 mm;;;;White;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;;;;;#2,064,382 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #17,959 in Unlocked Cell Phones;;Smartphone
1594;1594;Indigi Slim 7-inch Factory Unlocked GSM 4G LTE Dual Core Tablet PC Phone Official Android Pie OS - Free Keyboard;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;June 9, 2016;;;;;;;;Android 9.0;7 ounces;;;;;;;;;B01GU6KCYQ;Dual-SIM, Bluetooth Enabled, Quad-Core Processor;;2 GB;;;0.0;;;No;;;Touchscreen;LCD;3.5 mm;;;;Black;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Wi-Fi, Bluetooth;;;;;;#1,869,527 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #16,865 in Unlocked Cell Phones;;Smartphone
1595;1595;"Indigi Unlocked 7.0"" Tablet with Free Headset WiFi+4G LTE Smart Phone Official Android Pie OS - Free BH320";indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;;indigi;June 8, 2016;;;;;;;;Android 4.4;7 ounces;;;;;;;;;B01GSDUO26;;;0.5 GB;;;0.0;;;No;;;Touchscreen;LCD;3.5 mm;;;;Black;;A76+BH320;Bluetooth, WiFi;;;;;;Bluetooth, Wi-Fi;;;;;;#1,926,321 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #17,189 in Unlocked Cell Phones;;
1596;1596;Samsung Galaxy Z Flip Factory Unlocked Cell Phone |US Version - Single SIM | 256GB of Storage | Mirror Black with Wireless Charger Convertible Qi Certified (Pad/Stand) - Black (US Version);;;;;;Wireless;;;;;;;;January 6, 2021;;;;;;;;;;;;;;;;;;B08S9C5WBD;;;;;;0.0;;;;;;;LED;;;;;Black;;;;;;;;;;;;;;;#480,824 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #7,016 in Unlocked Cell Phones;;
1597;1597;"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700FRONT CAMERAANDROIDSLIDERQWERTY KEYBOARDTOUCH SCREEN";;;;;https://www.amazon.com//Sprint-Galaxy-SPH-D700-ANDROID-KEYBOARD/product-reviews/B005U5AFOQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;;Samsung;October 9, 2011;;;;;;;;Android;11.2 ounces;;;;;;;;;B005U5AFOQ;Camera, Smartphone;;;;;3.9;;;No;;;Touchscreen, Keyboard;;;;;7.6 x 5.8 x 2.6 inches;Black;;SPH-D700-NWY-D118;Cellular;;;;;;;;Front;;;;#413,260 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #6,171 in Unlocked Cell Phones;;Smartphone
1598;1598;Sony Xperia Z5 Compact E5823 2GB/32GB 23MP 4.6-inch 4G LTE Factory Unlocked (White) - International Stock No Warranty;;;;;https://www.amazon.com//Sony-Xperia-Z5-4-6-inch-Unlocked/product-reviews/B015ZKGA0S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;720 x 1280 pixels;;5 x 0.35 x 2.56 inches;;;;Sony;September 30, 2015;;;;;;;;Android;4.9 ounces;;;;;;;520 hours;;B015ZKGA0S;Fingerprint-sensor, Dual-camera, Lte, Smartphone, Expandable-memory;;;;;3.4;;;No;;;Buttons;LED;;;;;White;1 Lithium ion batteries required.;Xperia Z5;Cellular;;;;;;;;23 MP;;;10 Hours;#314,257 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #4,828 in Unlocked Cell Phones;;Smartphone
1599;1599;Samsung Illusion Prepaid Phone, Platinum (Verizon Wireless);;;;;https://www.amazon.com//Samsung-Illusion-Prepaid-Platinum-Wireless/product-reviews/B00BT7E4VO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;2.37 x 0.47 x 4.51 inches;;;;Samsung;December 5, 2011;;;Cellular Phones;;;;;Android OS, v2.3;4 ounces;;;;;;;;;B00BT7E4VO;Touchscreen, Camera, Smartphone;;;;;3.7;;;Yes;;;;;;;;;Black;1 Lithium ion batteries required. (included);Illusion;Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;3.15 MP, 2048 x 1536 pixels;;;;#247,749 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #968 in Carrier Cell Phones;;Smartphone
1600;1600;"Huawei P30 Pro 128GB 8GB RAM VOG-L29 Dual Sim Unlocked GSM 6.47"" 40MP (Breathing Crystal)";;;;;https://www.amazon.com//Huawei-VOG-L29-Unlocked-Breathing-Crystal/product-reviews/B07TSY9726/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;;Huawei;June 30, 2019;;;;;;;;;1 pounds;;;;;;;;;B07TSY9726;;;;;;4.8;;;;;;;;;;;;Breathing crystal;1 Lithium Polymer batteries required. (included);;Cellular;;;;;;;;Rear, Front;;;;#104,615 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #1,421 in Unlocked Cell Phones;;Smartphone
1601;1601;Google Pixel 2 64GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Blue;;;;;https://www.amazon.com//Google-Pixel-GSM-CDMA-warranty/product-reviews/B07DD4M1F9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.06 x 3.39 x 1.02 inches;;;;Google;May 29, 2018;;;;;;;;;2.11 ounces;;;;;;;;;B07DD4M1F9;;;;;;4.0;;;No;;;Touchscreen;AMOLED;;;;;Blue;1 Lithium ion batteries required.;GA00217-US;Cellular;;;;;;;;;;;;#118,713 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #1,596 in Unlocked Cell Phones;;Smartphone
1602;1602;Indigi Factory GSM Unlocked 7-inch Android 9.0 Tablet PC + Smartphone 4G LTE GSM Unlocked & Bundle Included;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;1280 x 720;indigi;August 15, 2016;;;;;;;;Android;2 pounds;;;;;;;;;B01KGKHJG6;Card slots;;2 GB;;;0.0;;;;;;Touchscreen, Microphone;LCD;3.5 mm;;;;Black;;A76;Bluetooth, Cellular, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Front and Rear;;;;#2,493,640 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #20,690 in Unlocked Cell Phones;;Smartphone
1603;1603;Indigi 4G LTE GSM Factory Unlocked 7-inch Android Pie G4 Wireless Smartphone and Tablet, WiFi Enabled, Bluetooth Sync (Bundled Items Included);indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;https://www.amazon.com//M8-Factory-Unlocked-Android-Wireless/product-reviews/B01GOR3414/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;960 x 540;Indigi;June 6, 2016;;;;;;;;Android;1 pounds;;;;;;;;;B01GOR3414;;;0.5 GB;;;4.0;;;;;;Touchscreen;LCD;;;;;Black;;M8;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;Rear, Front;;;;#1,373,729 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #14,354 in Unlocked Cell Phones;;Smartphone
1604;1604;Indigi 7in 4G LTE GSM Unlocked BlackDualSIM QuadCore Android 9.0 Pie Smart Cell Phone AT&T T-Mobile Straight Talk (Unlocked) - Black;indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;;Wireless;;;;;;2560 x 1440;Indigi;July 14, 2015;;;;;;;;Android 4.4;2 pounds;;;;;;;;;B011M6GRDO;Dual-sim, Dual-camera, Dual-core-processor, Expandable-memory, Smartphone;;;;;0.0;;;;;;Touchscreen;LCD;;;;;Black;;V19BK-CP09;Cellular;;;;;;Bluetooth, Wi-Fi, USB;;Front;;;;#1,556,951 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #15,305 in Unlocked Cell Phones;;Smartphone
1605;1605;Huawei Mate 10 Lite Dual-SIM 64GB (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone (Aurora Blue) - International Version;;;;;;Wireless;;;6.15 x 2.95 x 0.3 inches;;;1080 x 2160;Huawei;August 1, 2018;;;;;;;;Android 7.0;5.8 ounces;;;;;;;20;;B077GFVZ13;;;4 GB;;;4.3;;;No;;;Touchscreen;;;;;;Aurora Blue;1 Lithium Metal batteries required. (included);774281;Cellular;;;;;;;;;;;550 Hours;#734,011 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #9,908 in Unlocked Cell Phones;;Smartphone
1606;1606;Samsung Galaxy S10+ Factory Unlocked Android Cell Phone | US Version | 512GB of Storage | Long-Lasting Battery | Ceramic White with Verizon SIM Kit for eGift Card;;;;;;Wireless;;;;;;;;October 9, 2020;;;;;;;;;;;;;;;;;;B08KYWXKD2;;;;;;0.0;;;;;;;;;;;;White;;;;;;;;;;;;;;;;;
1607;1607;Samsung Galaxy S10 Factory Unlocked Android Cell Phone | US Version | 128GB of Storage | Long-Lasting Battery | Prism Black (SM-G973U1ZKAX) with Verizon SIM Kit for eGift Card;;;;;;Wireless;;;;;;;;October 9, 2020;;;;;;;;;;;;;;;;;;B08KYTQ1BM;;;;;;0.0;;;;;;;;;;;;Black;;;;;;;;;;;;;;;#1,247,939 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #13,685 in Unlocked Cell Phones;;
1608;1608;Samsung Galaxy S9+ Factory Unlocked Smartphone (US Version) 128GB  - Midnight Black - [SM-G965UZKEXAA];;;;;https://www.amazon.com//Samsung-Galaxy-Unlocked-Version-128GB/product-reviews/B07DFM8BXZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;2.9 x 0.33 x 6.22 inches;;;;Samsung;May 31, 2018;;;;;;;;Android;6.7 ounces;;;;;;;;;B07DFM8BXZ;;Samsung Galaxy S9+, Wall/USB Charger, Micro USB Connector, Stereo Headset, USB Connector, Quick Reference Guide, Terms and Conditions, Smart Switch Insert, SIM Ejector;;;;4.6;;;No;;;;;;;;;Black;1 Lithium ion batteries required.;SM-G965UZKAXAA;Cellular;;;;;;;;Super Speed Dual Pixel Rear Dual: 12MP OIS (F1.5/F2.4) 12MP OIS (F2.4) Front: 8MP AF (F1.7);;;;#131,723 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #1,813 in Unlocked Cell Phones;;Smartphone
1609;1609;BLU Studio XL LTE - Unlocked Phone - Black;;;;;https://www.amazon.com//BLU-Studio-XL-LTE-Unlocked/product-reviews/B01K65R1SW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;3265x2449;;6.5 x 3.3 x 3.3 inches;;;;BLU;August 10, 2016;;;Wireless;;;;;Android;6.2 ounces;;;;;;;;;B01K65R1SW;;Headset, Quick guide, USB Clable, Device, Charger;;;;3.7;;;No;;;;;;;;;Black;1 Lithium ion batteries required. (included);;Cellular;;;;;;;;8.0;;;;#357,991 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #5,442 in Unlocked Cell Phones;;Touchscreen
1610;1610;nubia RedMagic 5S Gaming Phone 8GB RAM + 128GB ROM/Smartphones with Qualcomm Snapdragon 865/144Hz: Refresh Rate 6.65″ AMOLED Display/64MP Triple Camera(Silver;;;;;;Wireless;;;;;;1080 x 2340;nubia;August 27, 2020;;;;;;;;Android 10.0;;;;;;;;;;B08GS9XJYF;;;;;;5.0;;;;;;Touchscreen;;;;;;Silver;;;Cellular;;;;;;;;Front;;;;#617,876 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #8,673 in Unlocked Cell Phones;;Smartphone
